#node_id	complete_name	char_label	state_label	n.state_in_matrix	edgecount	in_edgecount	out_edgecount	number_of_taxa	taxa
155	p2: posterior valley|'lingually open '	p2: posterior valley	'lingually open '	0	219	156	63	17	Tapte,Hyrex,Trios,Aegbe,Histu,Dicbi,Dicsu,Brabr,Dicar,Menar,Telfo,Diaag,Larsa,Hopte,Acein,Diale,Rhiun
156	p2: posterior valley|'usually closed '	p2: posterior valley	'usually closed '	1	182	108	74	4	Ronfi,Cersi,Coean,Rhiso
157	Lower molars: lingual cingulum|'always present '	Lower molars: lingual cingulum	'always present '	0	177	94	83	6	Tapte,Ronfi,Dicar,Menar,Diaag,Diale
158	Lower molars: lingual cingulum|' usually present'	Lower molars: lingual cingulum	' usually present'	1	94	0	94	1	Acein
159	Lower molars: labial cingulum|'always present '	Lower molars: labial cingulum	'always present '	0	191	115	76	8	Tapte,Hyrex,Ronfi,Brabr,Dicar,Diaag,Hopte,Diale
160	Lower molars: hypolophid|'transverse '	Lower molars: hypolophid	'transverse '	0	168	96	72	5	Tapte,Hyrex,Trios,Ronfi,Larsa
161	Lower molars: hypolophid|'oblique '	Lower molars: hypolophid	'oblique '	1	217	155	62	15	Aegbe,Histu,Dicbi,Dicsu,Brabr,Coean,Dicar,Menar,Telfo,Diaag,Hopte,Acein,Diale,Rhiun,Rhiso
162	Lower molars: hypolophid|'almost mesiodistally oriented '	Lower molars: hypolophid	'almost mesiodistally oriented '	2	91	2	89	1	Cersi
163	Scaphoid: postero-proximal facet with semilunate|'present '	Scaphoid: postero-proximal facet with semilunate	'present '	0	221	157	64	13	Tapte,Trios,Ronfi,Cersi,Dicbi,Dicsu,Brabr,Coean,Telfo,Larsa,Hopte,Rhiun,Rhiso
164	Scaphoid: magnum-facet in lateral view|'straight '	Scaphoid: magnum-facet in lateral view	'straight '	1	178	105	73	4	Tapte,Aegbe,Histu,Brabr
165	Scaphoid: magnum-facet in lateral view|'concave '	Scaphoid: magnum-facet in lateral view	'concave '	0	225	167	58	17	Hyrex,Trios,Ronfi,Cersi,Dicbi,Dicsu,Coean,Dicar,Menar,Telfo,Diaag,Larsa,Hopte,Acein,Diale,Rhiun,Rhiso
166	Scaphoid: comparison between anterior and posterior heights|'equal '	Scaphoid: comparison between anterior and posterior heights	'equal '	0	207	145	62	10	Tapte,Hyrex,Trios,Ronfi,Dicbi,Dicsu,Dicar,Menar,Telfo,Rhiso
167	Scaphoid: comparison between anterior and posterior heights|'antH<postH '	Scaphoid: comparison between anterior and posterior heights	'antH<postH '	1	215	153	62	11	Aegbe,Histu,Cersi,Brabr,Coean,Diaag,Larsa,Hopte,Acein,Diale,Rhiun
168	Semilunate: ulna-facet|'present '	Semilunate: ulna-facet	'present '	1	205	145	60	8	Hyrex,Aegbe,Histu,Cersi,Dicbi,Dicsu,Coean,Larsa
169	Semilunate: distal border of the anterior side|'rounded '	Semilunate: distal border of the anterior side	'rounded '	1	218	160	58	11	Tapte,Hyrex,Histu,Cersi,Dicbi,Coean,Dicar,Menar,Telfo,Diaag,Hopte
170	Semilunate: distal border of the anterior side|'sharp '	Semilunate: distal border of the anterior side	'sharp '	0	201	136	65	10	Trios,Ronfi,Aegbe,Dicsu,Brabr,Larsa,Acein,Diale,Rhiun,Rhiso
171	Semilunate: anterior side|'keeled '	Semilunate: anterior side	'keeled '	0	206	150	56	12	Tapte,Trios,Ronfi,Aegbe,Histu,Dicsu,Brabr,Dicar,Menar,Telfo,Rhiun,Rhiso
172	Semilunate: anterior side|'smooth '	Semilunate: anterior side	'smooth '	1	213	156	57	9	Hyrex,Cersi,Dicbi,Coean,Diaag,Larsa,Hopte,Acein,Diale
173	Pyramidal: distal facet for semilunate|'symmetric '	Pyramidal: distal facet for semilunate	'symmetric '	0	203	144	59	10	Tapte,Hyrex,Ronfi,Telfo,Diaag,Hopte,Acein,Diale,Rhiun,Rhiso
174	Pyramidal: distal facet for semilunate|'asymmetric '	Pyramidal: distal facet for semilunate	'asymmetric '	1	188	124	64	7	Trios,Aegbe,Histu,Brabr,Dicar,Menar,Larsa
175	Pyramidal: distal facet for semilunate|'L-shaped '	Pyramidal: distal facet for semilunate	'L-shaped '	2	156	93	63	4	Cersi,Dicbi,Dicsu,Coean
176	Pyramidal: distal side|'triangular '	Pyramidal: distal side	'triangular '	0	216	180	36	18	Tapte,Hyrex,Trios,Ronfi,Aegbe,Histu,Dicsu,Brabr,Dicar,Menar,Telfo,Diaag,Larsa,Hopte,Acein,Diale,Rhiun,Rhiso
177	Pyramidal: distal side|'elliptic '	Pyramidal: distal side	'elliptic '	1	133	67	66	3	Cersi,Dicbi,Coean
178	Trapezoid: proximal border in anterior view|'symmetric '	Trapezoid: proximal border in anterior view	'symmetric '	0	210	164	46	11	Tapte,Hyrex,Trios,Ronfi,Brabr,Coean,Dicar,Menar,Telfo,Diaag,Larsa
179	Trapezoid: proximal border in anterior view|'asymmetric '	Trapezoid: proximal border in anterior view	'asymmetric '	1	205	157	48	10	Aegbe,Histu,Cersi,Dicbi,Dicsu,Hopte,Acein,Diale,Rhiun,Rhiso
180	Magnum: posterior tuberosity|'short '	Magnum: posterior tuberosity	'short '	0	190	133	57	7	Tapte,Hyrex,Dicsu,Brabr,Diaag,Hopte,Diale
181	Magnum: posterior tuberosity|'long '	Magnum: posterior tuberosity	'long '	1	217	173	44	14	Trios,Ronfi,Aegbe,Histu,Cersi,Dicbi,Coean,Dicar,Menar,Telfo,Larsa,Acein,Rhiun,Rhiso
182	McII: posterior McIII-facet|'always present '	McII: posterior McIII-facet	'always present '	2	208	157	51	11	Cersi,Dicbi,Dicsu,Menar,Telfo,Diaag,Larsa,Hopte,Acein,Rhiun,Rhiso
183	McII: trapezium-facet|'present '	McII: trapezium-facet	'present '	0	218	178	40	15	Tapte,Hyrex,Trios,Aegbe,Histu,Brabr,Coean,Dicar,Menar,Telfo,Diaag,Larsa,Diale,Rhiun,Rhiso
184	McIII: magnum-facet in anterior view|'visible '	McIII: magnum-facet in anterior view	'visible '	0	220	185	35	17	Tapte,Hyrex,Trios,Ronfi,Aegbe,Histu,Cersi,Dicbi,Dicsu,Coean,Dicar,Menar,Larsa,Hopte,Acein,Rhiun,Rhiso
185	McIII: magnum-facet in anterior view|'invisible '	McIII: magnum-facet in anterior view	'invisible '	1	156	93	63	4	Brabr,Telfo,Diaag,Diale
186	McV|'functional '	McV	'functional '	0	182	130	52	7	Tapte,Hyrex,Trios,Ronfi,Diaag,Hopte,Acein
187	McV|'vestigial '	McV	'vestigial '	1	213	176	37	14	Aegbe,Histu,Cersi,Dicbi,Dicsu,Brabr,Coean,Dicar,Menar,Telfo,Larsa,Diale,Rhiun,Rhiso
188	Metacarpals: insertion of the m. extensor carpalis|'flat '	Metacarpals: insertion of the m. extensor carpalis	'flat '	0	213	174	39	12	Tapte,Hyrex,Trios,Ronfi,Aegbe,Histu,Cersi,Dicbi,Dicsu,Coean,Dicar,Menar
189	Metacarpals: insertion of the m. extensor carpalis|'salient '	Metacarpals: insertion of the m. extensor carpalis	'salient '	1	191	141	50	9	Brabr,Telfo,Diaag,Larsa,Hopte,Acein,Diale,Rhiun,Rhiso
190	Femur: trochanter major|'high '	Femur: trochanter major	'high '	0	203	159	44	13	Tapte,Hyrex,Trios,Ronfi,Brabr,Dicar,Diaag,Larsa,Hopte,Acein,Diale,Rhiun,Rhiso
191	Femur: trochanter major|'low '	Femur: trochanter major	'low '	1	196	154	42	7	Aegbe,Cersi,Dicbi,Dicsu,Coean,Menar,Telfo
192	Femur: third trochanter|'developed '	Femur: third trochanter	'developed '	0	208	171	37	13	Tapte,Hyrex,Trios,Ronfi,Aegbe,Histu,Dicsu,Dicar,Menar,Telfo,Diaag,Acein,Diale
193	Femur: third trochanter|'very developed '	Femur: third trochanter	'very developed '	1	198	153	45	8	Cersi,Dicbi,Brabr,Coean,Larsa,Hopte,Rhiun,Rhiso
194	Femur: proximal border of the patellar trochlea|'curved '	Femur: proximal border of the patellar trochlea	'curved '	0	218	188	30	15	Tapte,Hyrex,Ronfi,Aegbe,Histu,Cersi,Dicbi,Dicar,Menar,Larsa,Hopte,Acein,Diale,Rhiun,Rhiso
195	Femur: proximal border of the patellar trochlea|'straight '	Femur: proximal border of the patellar trochlea	'straight '	1	194	156	38	6	Trios,Dicsu,Brabr,Coean,Telfo,Diaag
196	Tibia: antero-distal surface|flat	Tibia: antero-distal surface	flat	1	222	194	28	12	Tapte,Aegbe,Histu,Cersi,Dicbi,Brabr,Coean,Telfo,Diaag,Hopte,Rhiun,Rhiso
197	Tibia: antero-distal surface|'proximo-distally concave (grooved)'	Tibia: antero-distal surface	'proximo-distally concave (grooved)'	0	198	160	38	9	Hyrex,Trios,Ronfi,Dicsu,Dicar,Menar,Larsa,Acein,Diale
198	Tibia-fibula|'independent '	Tibia-fibula	'independent '	0	222	198	24	16	Tapte,Hyrex,Trios,Ronfi,Cersi,Dicbi,Dicsu,Brabr,Dicar,Menar,Telfo,Diaag,Hopte,Diale,Rhiun,Rhiso
199	Tibia-fibula|'in contact or fused '	Tibia-fibula	'in contact or fused '	1	185	148	37	5	Aegbe,Histu,Coean,Larsa,Acein
200	Tibia: posterior apophysis|'high '	Tibia: posterior apophysis	'high '	0	220	199	21	14	Tapte,Hyrex,Trios,Ronfi,Dicsu,Brabr,Coean,Dicar,Menar,Telfo,Diaag,Larsa,Hopte,Acein
201	Tibia: posterior apophysis|'low '	Tibia: posterior apophysis	'low '	1	189	158	31	7	Aegbe,Histu,Cersi,Dicbi,Diale,Rhiun,Rhiso
202	Tibia: posterior apophysis|'sharp '	Tibia: posterior apophysis	'sharp '	0	183	149	34	7	Tapte,Hyrex,Trios,Ronfi,Dicsu,Hopte,Acein
203	Tibia: posterior apophysis|'rounded '	Tibia: posterior apophysis	'rounded '	1	213	192	21	14	Aegbe,Histu,Cersi,Dicbi,Brabr,Coean,Dicar,Menar,Telfo,Diaag,Larsa,Diale,Rhiun,Rhiso
204	Astragalus: TD/H|'TD/H<1 '	Astragalus: TD/H	'TD/H<1 '	0	118	41	77	2	Tapte,Hyrex
205	Astragalus: TD/H|'1<TD/H<1.2 '	Astragalus: TD/H	'1<TD/H<1.2 '	1	217	193	24	15	Trios,Ronfi,Histu,Cersi,Dicbi,Dicsu,Coean,Dicar,Menar,Diaag,Larsa,Hopte,Acein,Diale,Rhiun
206	Astragalus: TD/H|'1.2<TD/H '	Astragalus: TD/H	'1.2<TD/H '	2	170	125	45	4	Aegbe,Brabr,Telfo,Rhiso
207	Astragalus: APD/H|'APD/H<0.65 '	Astragalus: APD/H	'APD/H<0.65 '	0	168	120	48	5	Tapte,Hyrex,Dicar,Diaag,Diale
208	Astragalus: APD/H|'0.65<APD/H '	Astragalus: APD/H	'0.65<APD/H '	1	222	205	17	16	Trios,Ronfi,Aegbe,Histu,Cersi,Dicbi,Dicsu,Brabr,Coean,Menar,Telfo,Larsa,Hopte,Acein,Rhiun,Rhiso
209	Astragalus: orientation of the fibula-facet|'oblique '	Astragalus: orientation of the fibula-facet	'oblique '	1	222	207	15	11	Tapte,Aegbe,Histu,Cersi,Dicbi,Brabr,Coean,Menar,Telfo,Diaag,Acein
210	Astragalus: orientation of the fibula-facet|'subvertical '	Astragalus: orientation of the fibula-facet	'subvertical '	0	198	170	28	10	Hyrex,Trios,Ronfi,Dicsu,Dicar,Larsa,Hopte,Diale,Rhiun,Rhiso
211	Astragalus: fibula-facet|'flat '	Astragalus: fibula-facet	'flat '	0	224	213	11	19	Tapte,Hyrex,Trios,Ronfi,Histu,Dicbi,Dicsu,Brabr,Coean,Dicar,Menar,Telfo,Diaag,Larsa,Hopte,Acein,Diale,Rhiun,Rhiso
212	Astragalus: fibula-facet|'concave '	Astragalus: fibula-facet	'concave '	1	139	88	51	2	Aegbe,Cersi
213	Astragalus: collum tali|'high '	Astragalus: collum tali	'high '	0	214	199	15	11	Tapte,Hyrex,Trios,Ronfi,Brabr,Coean,Dicar,Telfo,Diaag,Larsa,Acein
214	Astragalus: collum tali|'low '	Astragalus: collum tali	'low '	1	205	188	17	10	Aegbe,Histu,Cersi,Dicbi,Dicsu,Menar,Hopte,Diale,Rhiun,Rhiso
215	Astragalus: posterior tip of the cuboid-facet|salient	Astragalus: posterior tip of the cuboid-facet	salient	0	218	207	11	16	Tapte,Hyrex,Trios,Ronfi,Aegbe,Histu,Cersi,Dicbi,Dicsu,Menar,Larsa,Hopte,Acein,Diale,Rhiun,Rhiso
216	Astragalus: posterior tip of the cuboid-facet|flat	Astragalus: posterior tip of the cuboid-facet	flat	1	181	155	26	5	Brabr,Coean,Dicar,Telfo,Diaag
217	Astragalus: orientation trochlea/distal articulation|'very oblique '	Astragalus: orientation trochlea/distal articulation	'very oblique '	0	188	163	25	8	Tapte,Hyrex,Trios,Ronfi,Dicar,Larsa,Hopte,Acein
218	Astragalus: orientation trochlea/distal articulation|'same axis '	Astragalus: orientation trochlea/distal articulation	'same axis '	1	211	199	12	13	Aegbe,Histu,Cersi,Dicbi,Dicsu,Brabr,Coean,Menar,Telfo,Diaag,Diale,Rhiun,Rhiso
219	Astragalus: calcaneus-facet 1|'very concave '	Astragalus: calcaneus-facet 1	'very concave '	0	223	217	6	18	Tapte,Hyrex,Trios,Ronfi,Aegbe,Histu,Cersi,Dicbi,Dicsu,Coean,Dicar,Menar,Larsa,Hopte,Acein,Diale,Rhiun,Rhiso
220	Astragalus: calcaneus-facet 1|'nearly flat '	Astragalus: calcaneus-facet 1	'nearly flat '	1	138	85	53	3	Brabr,Telfo,Diaag
221	Calcaneus: tuber calcanei|'massive '	Calcaneus: tuber calcanei	'massive '	0	221	216	5	14	Tapte,Hyrex,Cersi,Dicbi,Dicsu,Brabr,Coean,Dicar,Telfo,Diaag,Larsa,Acein,Rhiun,Rhiso
222	Calcaneus: tuber calcanei|'slender '	Calcaneus: tuber calcanei	'slender '	1	191	174	17	7	Trios,Ronfi,Aegbe,Histu,Menar,Hopte,Diale
223	Limbs|'slender '	Limbs	'slender '	0	224	220	4	19	Tapte,Hyrex,Trios,Ronfi,Aegbe,Histu,Cersi,Dicbi,Dicsu,Coean,Dicar,Menar,Diaag,Larsa,Hopte,Acein,Diale,Rhiun,Rhiso
224	Limbs|'robust (brachypod) '	Limbs	'robust (brachypod) '	1	126	61	65	2	Brabr,Telfo
225	Metapodials: intermediate reliefs|'high and acute '	Metapodials: intermediate reliefs	'high and acute '	0	207	198	9	13	Tapte,Hyrex,Trios,Ronfi,Dicsu,Brabr,Dicar,Menar,Telfo,Diaag,Hopte,Acein,Diale
226	Metapodials: intermediate reliefs|'low and smooth '	Metapodials: intermediate reliefs	'low and smooth '	1	187	167	20	8	Aegbe,Histu,Cersi,Dicbi,Coean,Larsa,Rhiun,Rhiso
227	Lateral metapodials: insertion of the m. interossei|'long '	Lateral metapodials: insertion of the m. interossei	'long '	0	214	207	7	13	Tapte,Hyrex,Aegbe,Histu,Dicbi,Dicsu,Coean,Menar,Larsa,Hopte,Acein,Rhiun,Rhiso
228	Lateral metapodials: insertion of the m. interossei|'short '	Lateral metapodials: insertion of the m. interossei	'short '	1	203	198	5	8	Trios,Ronfi,Cersi,Brabr,Dicar,Telfo,Diaag,Diale
